Drug1,Drug2,Index1,Index2,Cell_Line,Cindex,Tissue,Tindex,Synergy
Irinotecan,MK-1775,26,33,KP.1N,44,pancreas,1,0
Irinotecan,Trametinib,26,56,KP.3,46,pancreas,1,0
Irinotecan,MK-1775,26,33,KP.2,45,pancreas,1,0
Irinotecan,MK-1775,26,33,KP.3,46,pancreas,1,0
Irinotecan,Trametinib,26,56,KP.4,47,pancreas,1,0
Irinotecan,MK-1775,26,33,KP.4,47,pancreas,1,0
Irinotecan,MK-1775,26,33,MIA.PaCa.2,64,pancreas,1,1
Irinotecan,Trametinib,26,56,MIA.PaCa.2,64,pancreas,1,0
Irinotecan,MK-1775,26,33,PA.TU.8902,68,pancreas,1,0
Irinotecan,MK-1775,26,33,PA.TU.8988T,69,pancreas,1,1
Irinotecan,Trametinib,26,56,PA.TU.8902,68,pancreas,1,0
Irinotecan,MK-1775,26,33,PANC.02.03,70,pancreas,1,1
Irinotecan,Trametinib,26,56,PA.TU.8988T,69,pancreas,1,0
Irinotecan,MK-1775,26,33,PANC.03.27,71,pancreas,1,0
Irinotecan,Lapatinib,26,29,KP.2,45,pancreas,1,0
Irinotecan,Trametinib,26,56,PANC.02.03,70,pancreas,1,0
Irinotecan,Lapatinib,26,29,KP.3,46,pancreas,1,0
Irinotecan,Lapatinib,26,29,KP.4,47,pancreas,1,0
Irinotecan,Trametinib,26,56,PANC.03.27,71,pancreas,1,0
Irinotecan,Lapatinib,26,29,MIA.PaCa.2,64,pancreas,1,0
Irinotecan,Lapatinib,26,29,PA.TU.8902,68,pancreas,1,0
Irinotecan,Trametinib,26,56,PANC.04.03,72,pancreas,1,0
Irinotecan,Lapatinib,26,29,PA.TU.8988T,69,pancreas,1,0
Irinotecan,Trametinib,26,56,PANC.08.13,73,pancreas,1,0
Irinotecan,Lapatinib,26,29,PANC.02.03,70,pancreas,1,0
Irinotecan,Lapatinib,26,29,PANC.03.27,71,pancreas,1,0
Irinotecan,Lapatinib,26,29,PANC.04.03,72,pancreas,1,0
Irinotecan,Trametinib,26,56,PANC.10.05,74,pancreas,1,0
Irinotecan,Lapatinib,26,29,PANC.08.13,73,pancreas,1,0
Irinotecan,Lapatinib,26,29,PANC.10.05,74,pancreas,1,0
Irinotecan,Trametinib,26,56,PL4,75,pancreas,1,0
Irinotecan,Lapatinib,26,29,PL4,75,pancreas,1,0
Irinotecan,Lapatinib,26,29,PSN1,76,pancreas,1,0
Irinotecan,Trametinib,26,56,PSN1,76,pancreas,1,0
Irinotecan,Lapatinib,26,29,SU8686,82,pancreas,1,0
Irinotecan,Lapatinib,26,29,SUIT.2,83,pancreas,1,0
Irinotecan,Trametinib,26,56,SU8686,82,pancreas,1,0
Irinotecan,Lapatinib,26,29,SW1990,85,pancreas,1,0
Irinotecan,Lapatinib,26,29,YAPC,93,pancreas,1,0
Irinotecan,Trametinib,26,56,SUIT.2,83,pancreas,1,0
Irinotecan,Taselisib,26,53,AsPC.1,1,pancreas,1,0
Irinotecan,Trametinib,26,56,SW1990,85,pancreas,1,0
Irinotecan,Taselisib,26,53,BxPC.3,4,pancreas,1,0
Irinotecan,Trametinib,26,56,YAPC,93,pancreas,1,0
Irinotecan,Taselisib,26,53,CAPAN.1,9,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,AsPC.1,1,pancreas,1,0
Irinotecan,Taselisib,26,53,CFPAC.1,11,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,BxPC.3,4,pancreas,1,0
Irinotecan,Taselisib,26,53,DAN.G,16,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,CAPAN.1,9,pancreas,1,0
Irinotecan,Taselisib,26,53,Hs.766T,36,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,CFPAC.1,11,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,DAN.G,16,pancreas,1,0
Irinotecan,Taselisib,26,53,HuP.T3,40,pancreas,1,0
Irinotecan,Taselisib,26,53,HuP.T4,41,pancreas,1,0
Irinotecan,Taselisib,26,53,KP.1N,44,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,Hs.766T,36,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,HuP.T3,40,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,HuP.T4,41,pancreas,1,0
Irinotecan,Taselisib,26,53,KP.2,45,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,KP.1N,44,pancreas,1,0
Irinotecan,Taselisib,26,53,KP.3,46,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,KP.2,45,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,KP.3,46,pancreas,1,0
Irinotecan,Taselisib,26,53,KP.4,47,pancreas,1,0
Irinotecan,Taselisib,26,53,MIA.PaCa.2,64,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,KP.4,47,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,MIA.PaCa.2,64,pancreas,1,0
Irinotecan,Taselisib,26,53,PA.TU.8902,68,pancreas,1,0
Irinotecan,Taselisib,26,53,PA.TU.8988T,69,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,PA.TU.8902,68,pancreas,1,0
Irinotecan,Taselisib,26,53,PANC.02.03,70,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,PA.TU.8988T,69,pancreas,1,0
Irinotecan,Taselisib,26,53,PANC.03.27,71,pancreas,1,0
Irinotecan,Taselisib,26,53,PANC.04.03,72,pancreas,1,1
Irinotecan,Ruxolitinib,26,47,PANC.02.03,70,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,PANC.03.27,71,pancreas,1,0
Irinotecan,Taselisib,26,53,PANC.08.13,73,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,PANC.04.03,72,pancreas,1,0
Irinotecan,Taselisib,26,53,PANC.10.05,74,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,PANC.08.13,73,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,PANC.10.05,74,pancreas,1,0
Irinotecan,Taselisib,26,53,PL4,75,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,PL4,75,pancreas,1,0
Irinotecan,Taselisib,26,53,PSN1,76,pancreas,1,1
Irinotecan,Ruxolitinib,26,47,PSN1,76,pancreas,1,0
Irinotecan,Taselisib,26,53,SU8686,82,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,SU8686,82,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,SUIT.2,83,pancreas,1,0
Irinotecan,Taselisib,26,53,SUIT.2,83,pancreas,1,0
Irinotecan,Taselisib,26,53,SW1990,85,pancreas,1,0
Irinotecan,Taselisib,26,53,YAPC,93,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,SW1990,85,pancreas,1,0
Irinotecan,Ruxolitinib,26,47,YAPC,93,pancreas,1,0
Irinotecan,Linsitinib,26,31,AsPC.1,1,pancreas,1,0
Irinotecan,SCH772984,26,51,AsPC.1,1,pancreas,1,0
Irinotecan,SCH772984,26,51,BxPC.3,4,pancreas,1,0
Irinotecan,Linsitinib,26,31,BxPC.3,4,pancreas,1,0
Irinotecan,SCH772984,26,51,CAPAN.1,9,pancreas,1,0
Irinotecan,Linsitinib,26,31,CAPAN.1,9,pancreas,1,0
Irinotecan,SCH772984,26,51,CFPAC.1,11,pancreas,1,0
Irinotecan,SCH772984,26,51,DAN.G,16,pancreas,1,1
Irinotecan,Linsitinib,26,31,CFPAC.1,11,pancreas,1,1
Irinotecan,SCH772984,26,51,Hs.766T,36,pancreas,1,0
Irinotecan,Linsitinib,26,31,DAN.G,16,pancreas,1,0
Irinotecan,SCH772984,26,51,HuP.T3,40,pancreas,1,0
Irinotecan,SCH772984,26,51,HuP.T4,41,pancreas,1,1
Irinotecan,SCH772984,26,51,KP.1N,44,pancreas,1,0
Irinotecan,SCH772984,26,51,KP.2,45,pancreas,1,0
Irinotecan,Linsitinib,26,31,Hs.766T,36,pancreas,1,0
Irinotecan,SCH772984,26,51,KP.3,46,pancreas,1,0
Irinotecan,Linsitinib,26,31,HuP.T3,40,pancreas,1,0
Irinotecan,SCH772984,26,51,KP.4,47,pancreas,1,0
Irinotecan,SCH772984,26,51,MIA.PaCa.2,64,pancreas,1,0
Irinotecan,Linsitinib,26,31,HuP.T4,41,pancreas,1,0
Irinotecan,SCH772984,26,51,PA.TU.8902,68,pancreas,1,0
Irinotecan,Linsitinib,26,31,KP.1N,44,pancreas,1,1
Irinotecan,SCH772984,26,51,PA.TU.8988T,69,pancreas,1,0
Irinotecan,SCH772984,26,51,PANC.02.03,70,pancreas,1,0
Irinotecan,Linsitinib,26,31,KP.2,45,pancreas,1,0
Irinotecan,SCH772984,26,51,PANC.03.27,71,pancreas,1,0
Irinotecan,Linsitinib,26,31,KP.3,46,pancreas,1,0
Irinotecan,SCH772984,26,51,PANC.04.03,72,pancreas,1,0
Irinotecan,SCH772984,26,51,PANC.08.13,73,pancreas,1,0
Irinotecan,Linsitinib,26,31,KP.4,47,pancreas,1,1
Irinotecan,SCH772984,26,51,PANC.10.05,74,pancreas,1,0
Irinotecan,SCH772984,26,51,PL4,75,pancreas,1,0
Irinotecan,Linsitinib,26,31,MIA.PaCa.2,64,pancreas,1,1
Irinotecan,SCH772984,26,51,PSN1,76,pancreas,1,0
Irinotecan,SCH772984,26,51,SU8686,82,pancreas,1,0
Irinotecan,SCH772984,26,51,SUIT.2,83,pancreas,1,0
Irinotecan,Linsitinib,26,31,PA.TU.8902,68,pancreas,1,0
Irinotecan,SCH772984,26,51,SW1990,85,pancreas,1,0
Irinotecan,Linsitinib,26,31,PA.TU.8988T,69,pancreas,1,0
Irinotecan,SCH772984,26,51,YAPC,93,pancreas,1,0
Irinotecan,OSI-027,26,39,AsPC.1,1,pancreas,1,0
Irinotecan,OSI-027,26,39,BxPC.3,4,pancreas,1,0
Irinotecan,Linsitinib,26,31,PANC.02.03,70,pancreas,1,0
Irinotecan,OSI-027,26,39,CAPAN.1,9,pancreas,1,0
Irinotecan,Linsitinib,26,31,PANC.03.27,71,pancreas,1,0
Irinotecan,OSI-027,26,39,CFPAC.1,11,pancreas,1,0
Irinotecan,Linsitinib,26,31,PANC.04.03,72,pancreas,1,0
Irinotecan,OSI-027,26,39,DAN.G,16,pancreas,1,0
Irinotecan,Linsitinib,26,31,PANC.08.13,73,pancreas,1,0
Irinotecan,OSI-027,26,39,Hs.766T,36,pancreas,1,0
Irinotecan,OSI-027,26,39,HuP.T3,40,pancreas,1,1
Irinotecan,Linsitinib,26,31,PANC.10.05,74,pancreas,1,0
Irinotecan,OSI-027,26,39,HuP.T4,41,pancreas,1,0
Irinotecan,Linsitinib,26,31,PL4,75,pancreas,1,1
Irinotecan,OSI-027,26,39,KP.1N,44,pancreas,1,0
Irinotecan,OSI-027,26,39,KP.2,45,pancreas,1,0
Irinotecan,Linsitinib,26,31,PSN1,76,pancreas,1,0
Irinotecan,OSI-027,26,39,KP.3,46,pancreas,1,0
Irinotecan,OSI-027,26,39,KP.4,47,pancreas,1,0
Irinotecan,OSI-027,26,39,MIA.PaCa.2,64,pancreas,1,0
Irinotecan,Linsitinib,26,31,SU8686,82,pancreas,1,0
Irinotecan,OSI-027,26,39,PA.TU.8902,68,pancreas,1,0
Irinotecan,Linsitinib,26,31,SUIT.2,83,pancreas,1,1
Irinotecan,OSI-027,26,39,PA.TU.8988T,69,pancreas,1,0
Irinotecan,OSI-027,26,39,PANC.02.03,70,pancreas,1,0
Irinotecan,OSI-027,26,39,PANC.03.27,71,pancreas,1,0
Irinotecan,OSI-027,26,39,PANC.04.03,72,pancreas,1,0
Irinotecan,Linsitinib,26,31,SW1990,85,pancreas,1,0
Irinotecan,OSI-027,26,39,PANC.08.13,73,pancreas,1,0
Irinotecan,Linsitinib,26,31,YAPC,93,pancreas,1,0
Irinotecan,OSI-027,26,39,PANC.10.05,74,pancreas,1,0
Irinotecan,Lapatinib,26,29,AsPC.1,1,pancreas,1,0
Irinotecan,OSI-027,26,39,PL4,75,pancreas,1,0
Irinotecan,OSI-027,26,39,PSN1,76,pancreas,1,0
Irinotecan,OSI-027,26,39,SU8686,82,pancreas,1,0
Irinotecan,Lapatinib,26,29,BxPC.3,4,pancreas,1,0
Irinotecan,OSI-027,26,39,SUIT.2,83,pancreas,1,0
Irinotecan,Lapatinib,26,29,CAPAN.1,9,pancreas,1,1
Irinotecan,OSI-027,26,39,SW1990,85,pancreas,1,0
Irinotecan,OSI-027,26,39,YAPC,93,pancreas,1,0
Irinotecan,LGK974,26,30,AsPC.1,1,pancreas,1,0
Irinotecan,Lapatinib,26,29,CFPAC.1,11,pancreas,1,0
Irinotecan,LGK974,26,30,BxPC.3,4,pancreas,1,0
Irinotecan,Lapatinib,26,29,DAN.G,16,pancreas,1,0
Irinotecan,LGK974,26,30,CAPAN.1,9,pancreas,1,0
Irinotecan,LGK974,26,30,CFPAC.1,11,pancreas,1,0
Irinotecan,LGK974,26,30,DAN.G,16,pancreas,1,0
Irinotecan,Lapatinib,26,29,Hs.766T,36,pancreas,1,0
Irinotecan,Lapatinib,26,29,HuP.T3,40,pancreas,1,0
Irinotecan,LGK974,26,30,Hs.766T,36,pancreas,1,0
Irinotecan,LGK974,26,30,HuP.T3,40,pancreas,1,0
Irinotecan,Lapatinib,26,29,HuP.T4,41,pancreas,1,1
Irinotecan,LGK974,26,30,HuP.T4,41,pancreas,1,0
Irinotecan,Lapatinib,26,29,KP.1N,44,pancreas,1,1
Irinotecan,LGK974,26,30,KP.1N,44,pancreas,1,0
Irinotecan,LGK974,26,30,KP.2,45,pancreas,1,0
Irinotecan,LGK974,26,30,KP.3,46,pancreas,1,0
Irinotecan,Galunisertib,26,23,CAPAN.1,9,pancreas,1,0
Irinotecan,LGK974,26,30,KP.4,47,pancreas,1,0
Irinotecan,LGK974,26,30,MIA.PaCa.2,64,pancreas,1,0
Irinotecan,LGK974,26,30,PA.TU.8902,68,pancreas,1,0
Irinotecan,Galunisertib,26,23,CFPAC.1,11,pancreas,1,0
Irinotecan,LGK974,26,30,PA.TU.8988T,69,pancreas,1,0
Irinotecan,Galunisertib,26,23,DAN.G,16,pancreas,1,0
Irinotecan,LGK974,26,30,PANC.02.03,70,pancreas,1,0
Irinotecan,LGK974,26,30,PANC.03.27,71,pancreas,1,0
Irinotecan,LGK974,26,30,PANC.04.03,72,pancreas,1,0
Irinotecan,Galunisertib,26,23,Hs.766T,36,pancreas,1,0
Irinotecan,LGK974,26,30,PANC.08.13,73,pancreas,1,0
Irinotecan,LGK974,26,30,PANC.10.05,74,pancreas,1,0
Irinotecan,Galunisertib,26,23,HuP.T3,40,pancreas,1,0
Irinotecan,Galunisertib,26,23,HuP.T4,41,pancreas,1,0
Irinotecan,LGK974,26,30,PL4,75,pancreas,1,0
Irinotecan,Galunisertib,26,23,KP.1N,44,pancreas,1,0
Irinotecan,LGK974,26,30,PSN1,76,pancreas,1,0
Irinotecan,LGK974,26,30,SU8686,82,pancreas,1,0
Irinotecan,LGK974,26,30,SUIT.2,83,pancreas,1,0
Irinotecan,Galunisertib,26,23,KP.2,45,pancreas,1,0
Irinotecan,LGK974,26,30,SW1990,85,pancreas,1,0
Irinotecan,Galunisertib,26,23,KP.3,46,pancreas,1,0
Irinotecan,LGK974,26,30,YAPC,93,pancreas,1,0
Irinotecan,Galunisertib,26,23,AsPC.1,1,pancreas,1,0
Irinotecan,Galunisertib,26,23,KP.4,47,pancreas,1,0
Irinotecan,Galunisertib,26,23,BxPC.3,4,pancreas,1,0
Irinotecan,Galunisertib,26,23,MIA.PaCa.2,64,pancreas,1,0
Irinotecan,Galunisertib,26,23,PA.TU.8902,68,pancreas,1,0
Irinotecan,Galunisertib,26,23,PA.TU.8988T,69,pancreas,1,0
Irinotecan,Galunisertib,26,23,PANC.02.03,70,pancreas,1,0
Irinotecan,Galunisertib,26,23,PANC.03.27,71,pancreas,1,0
Irinotecan,Galunisertib,26,23,PANC.04.03,72,pancreas,1,0
Irinotecan,Galunisertib,26,23,PANC.08.13,73,pancreas,1,0
Irinotecan,Galunisertib,26,23,PANC.10.05,74,pancreas,1,0
Irinotecan,Galunisertib,26,23,PL4,75,pancreas,1,1
Irinotecan,Galunisertib,26,23,PSN1,76,pancreas,1,0
Irinotecan,Galunisertib,26,23,SU8686,82,pancreas,1,0
Irinotecan,Galunisertib,26,23,SUIT.2,83,pancreas,1,0
Irinotecan,Galunisertib,26,23,SW1990,85,pancreas,1,0
Irinotecan,Galunisertib,26,23,YAPC,93,pancreas,1,0
Erlotinib,MK-1775,22,33,AsPC.1,1,pancreas,1,0
Erlotinib,MK-1775,22,33,BxPC.3,4,pancreas,1,0
Erlotinib,MK-1775,22,33,CAPAN.1,9,pancreas,1,0
Erlotinib,MK-1775,22,33,CFPAC.1,11,pancreas,1,0
Erlotinib,MK-1775,22,33,DAN.G,16,pancreas,1,0
Erlotinib,MK-1775,22,33,Hs.766T,36,pancreas,1,0
Erlotinib,MK-1775,22,33,HuP.T3,40,pancreas,1,0
Erlotinib,MK-1775,22,33,HuP.T4,41,pancreas,1,0
Erlotinib,MK-1775,22,33,KP.1N,44,pancreas,1,0
Erlotinib,MK-1775,22,33,KP.2,45,pancreas,1,0
Erlotinib,MK-1775,22,33,KP.3,46,pancreas,1,0
Erlotinib,MK-1775,22,33,KP.4,47,pancreas,1,0
Erlotinib,Trametinib,22,56,PSN1,76,pancreas,1,1
Erlotinib,MK-1775,22,33,MIA.PaCa.2,64,pancreas,1,0
Erlotinib,Trametinib,22,56,SU8686,82,pancreas,1,0
Erlotinib,MK-1775,22,33,PA.TU.8902,68,pancreas,1,0
Erlotinib,Trametinib,22,56,SUIT.2,83,pancreas,1,0
Erlotinib,MK-1775,22,33,PA.TU.8988T,69,pancreas,1,1
Erlotinib,MK-1775,22,33,PANC.02.03,70,pancreas,1,0
Erlotinib,Trametinib,22,56,SW1990,85,pancreas,1,0
Erlotinib,MK-1775,22,33,PANC.03.27,71,pancreas,1,0
Erlotinib,MK-1775,22,33,PANC.04.03,72,pancreas,1,0
Erlotinib,Trametinib,22,56,YAPC,93,pancreas,1,0
Erlotinib,MK-1775,22,33,PANC.08.13,73,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,AsPC.1,1,pancreas,1,0
Erlotinib,MK-1775,22,33,PANC.10.05,74,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,BxPC.3,4,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,CAPAN.1,9,pancreas,1,0
Erlotinib,MK-1775,22,33,PL4,75,pancreas,1,1
Erlotinib,MK-1775,22,33,PSN1,76,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,CFPAC.1,11,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,DAN.G,16,pancreas,1,0
Erlotinib,MK-1775,22,33,SU8686,82,pancreas,1,0
Erlotinib,MK-1775,22,33,SUIT.2,83,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,Hs.766T,36,pancreas,1,0
Erlotinib,MK-1775,22,33,SW1990,85,pancreas,1,1
Erlotinib,Ruxolitinib,22,47,HuP.T3,40,pancreas,1,0
Erlotinib,MK-1775,22,33,YAPC,93,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,HuP.T4,41,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,KP.1N,44,pancreas,1,0
Erlotinib,Gemcitabine,22,24,AsPC.1,1,pancreas,1,0
Erlotinib,Gemcitabine,22,24,BxPC.3,4,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,KP.2,45,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,KP.3,46,pancreas,1,0
Erlotinib,Gemcitabine,22,24,CAPAN.1,9,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,KP.4,47,pancreas,1,0
Erlotinib,Gemcitabine,22,24,CFPAC.1,11,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,MIA.PaCa.2,64,pancreas,1,0
Erlotinib,Gemcitabine,22,24,DAN.G,16,pancreas,1,0
Erlotinib,Gemcitabine,22,24,Hs.766T,36,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,PA.TU.8902,68,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,PA.TU.8988T,69,pancreas,1,0
Erlotinib,Gemcitabine,22,24,HuP.T3,40,pancreas,1,1
Erlotinib,Gemcitabine,22,24,HuP.T4,41,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,PANC.02.03,70,pancreas,1,0
Erlotinib,Gemcitabine,22,24,KP.1N,44,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,PANC.03.27,71,pancreas,1,0
Erlotinib,Gemcitabine,22,24,KP.2,45,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,PANC.04.03,72,pancreas,1,0
Erlotinib,Gemcitabine,22,24,KP.3,46,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,PANC.08.13,73,pancreas,1,0
Erlotinib,Gemcitabine,22,24,KP.4,47,pancreas,1,0
Erlotinib,Gemcitabine,22,24,MIA.PaCa.2,64,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,PANC.10.05,74,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,PL4,75,pancreas,1,0
Erlotinib,Gemcitabine,22,24,PA.TU.8902,68,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,PSN1,76,pancreas,1,0
Erlotinib,Gemcitabine,22,24,PA.TU.8988T,69,pancreas,1,0
Erlotinib,Gemcitabine,22,24,PANC.02.03,70,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,SU8686,82,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,SUIT.2,83,pancreas,1,0
Erlotinib,Gemcitabine,22,24,PANC.03.27,71,pancreas,1,0
Erlotinib,Gemcitabine,22,24,PANC.04.03,72,pancreas,1,0
Erlotinib,Gemcitabine,22,24,PANC.08.13,73,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,SW1990,85,pancreas,1,0
Erlotinib,Ruxolitinib,22,47,YAPC,93,pancreas,1,0
Erlotinib,Gemcitabine,22,24,PANC.10.05,74,pancreas,1,0
Erlotinib,Linsitinib,22,31,AsPC.1,1,pancreas,1,0
Erlotinib,Gemcitabine,22,24,PL4,75,pancreas,1,0
Erlotinib,Gemcitabine,22,24,PSN1,76,pancreas,1,0
Erlotinib,Gemcitabine,22,24,SU8686,82,pancreas,1,0
Erlotinib,Linsitinib,22,31,BxPC.3,4,pancreas,1,1
Erlotinib,Gemcitabine,22,24,SUIT.2,83,pancreas,1,0
Erlotinib,Gemcitabine,22,24,SW1990,85,pancreas,1,0
Erlotinib,Linsitinib,22,31,CAPAN.1,9,pancreas,1,0
Erlotinib,Gemcitabine,22,24,YAPC,93,pancreas,1,0
Erlotinib,Trametinib,22,56,AsPC.1,1,pancreas,1,0
Erlotinib,Trametinib,22,56,BxPC.3,4,pancreas,1,0
Erlotinib,Linsitinib,22,31,CFPAC.1,11,pancreas,1,0
Erlotinib,Trametinib,22,56,CAPAN.1,9,pancreas,1,1
Erlotinib,Linsitinib,22,31,DAN.G,16,pancreas,1,0
Erlotinib,Trametinib,22,56,CFPAC.1,11,pancreas,1,0
Erlotinib,Trametinib,22,56,DAN.G,16,pancreas,1,0
Erlotinib,Linsitinib,22,31,Hs.766T,36,pancreas,1,0
Erlotinib,Trametinib,22,56,Hs.766T,36,pancreas,1,0
Erlotinib,Linsitinib,22,31,HuP.T3,40,pancreas,1,0
Erlotinib,Trametinib,22,56,HuP.T3,40,pancreas,1,0
Erlotinib,Linsitinib,22,31,HuP.T4,41,pancreas,1,1
Erlotinib,Trametinib,22,56,HuP.T4,41,pancreas,1,1
Erlotinib,Linsitinib,22,31,KP.1N,44,pancreas,1,0
Erlotinib,Trametinib,22,56,KP.1N,44,pancreas,1,0
Erlotinib,Trametinib,22,56,KP.2,45,pancreas,1,1
Erlotinib,Linsitinib,22,31,KP.2,45,pancreas,1,1
Erlotinib,Trametinib,22,56,KP.3,46,pancreas,1,0
Erlotinib,Linsitinib,22,31,KP.3,46,pancreas,1,0
Erlotinib,Trametinib,22,56,KP.4,47,pancreas,1,0
Erlotinib,Trametinib,22,56,MIA.PaCa.2,64,pancreas,1,0
Erlotinib,Linsitinib,22,31,KP.4,47,pancreas,1,0
Erlotinib,Trametinib,22,56,PA.TU.8902,68,pancreas,1,0
Erlotinib,Linsitinib,22,31,MIA.PaCa.2,64,pancreas,1,0
Erlotinib,Trametinib,22,56,PA.TU.8988T,69,pancreas,1,0
Erlotinib,Trametinib,22,56,PANC.02.03,70,pancreas,1,1
Erlotinib,Linsitinib,22,31,PA.TU.8902,68,pancreas,1,0
Erlotinib,Trametinib,22,56,PANC.03.27,71,pancreas,1,0
Erlotinib,Trametinib,22,56,PANC.04.03,72,pancreas,1,1
Erlotinib,Linsitinib,22,31,PA.TU.8988T,69,pancreas,1,0
Erlotinib,Trametinib,22,56,PANC.08.13,73,pancreas,1,0
Erlotinib,Trametinib,22,56,PANC.10.05,74,pancreas,1,0
Erlotinib,Linsitinib,22,31,PANC.02.03,70,pancreas,1,1
Erlotinib,Trametinib,22,56,PL4,75,pancreas,1,0
Erlotinib,Linsitinib,22,31,PANC.03.27,71,pancreas,1,0
Erlotinib,Linsitinib,22,31,PANC.04.03,72,pancreas,1,0
Erlotinib,SCH772984,22,51,PA.TU.8902,68,pancreas,1,0
Erlotinib,Linsitinib,22,31,PANC.08.13,73,pancreas,1,0
Erlotinib,SCH772984,22,51,PA.TU.8988T,69,pancreas,1,0
Erlotinib,SCH772984,22,51,PANC.02.03,70,pancreas,1,1
Erlotinib,Linsitinib,22,31,PANC.10.05,74,pancreas,1,1
Erlotinib,SCH772984,22,51,PANC.03.27,71,pancreas,1,0
Erlotinib,SCH772984,22,51,PANC.04.03,72,pancreas,1,1
Erlotinib,Linsitinib,22,31,PL4,75,pancreas,1,0
Erlotinib,SCH772984,22,51,PANC.08.13,73,pancreas,1,0
Erlotinib,Linsitinib,22,31,PSN1,76,pancreas,1,0
Erlotinib,SCH772984,22,51,PANC.10.05,74,pancreas,1,0
Erlotinib,Linsitinib,22,31,SU8686,82,pancreas,1,0
Erlotinib,SCH772984,22,51,PL4,75,pancreas,1,0
Erlotinib,Linsitinib,22,31,SUIT.2,83,pancreas,1,0
Erlotinib,SCH772984,22,51,PSN1,76,pancreas,1,1
Erlotinib,SCH772984,22,51,SU8686,82,pancreas,1,1
Erlotinib,SCH772984,22,51,SUIT.2,83,pancreas,1,1
Erlotinib,Linsitinib,22,31,SW1990,85,pancreas,1,0
Erlotinib,SCH772984,22,51,SW1990,85,pancreas,1,0
Erlotinib,Linsitinib,22,31,YAPC,93,pancreas,1,1
Erlotinib,SCH772984,22,51,YAPC,93,pancreas,1,1
Erlotinib,Lapatinib,22,29,AsPC.1,1,pancreas,1,0
Erlotinib,OSI-027,22,39,AsPC.1,1,pancreas,1,0
Erlotinib,OSI-027,22,39,BxPC.3,4,pancreas,1,0
Erlotinib,Lapatinib,22,29,BxPC.3,4,pancreas,1,0
Erlotinib,OSI-027,22,39,CAPAN.1,9,pancreas,1,0
Erlotinib,Lapatinib,22,29,CAPAN.1,9,pancreas,1,0
Erlotinib,OSI-027,22,39,CFPAC.1,11,pancreas,1,0
Erlotinib,OSI-027,22,39,DAN.G,16,pancreas,1,0
Erlotinib,Lapatinib,22,29,CFPAC.1,11,pancreas,1,0
Erlotinib,OSI-027,22,39,Hs.766T,36,pancreas,1,0
Erlotinib,Lapatinib,22,29,DAN.G,16,pancreas,1,0
Erlotinib,OSI-027,22,39,HuP.T3,40,pancreas,1,0
Erlotinib,OSI-027,22,39,HuP.T4,41,pancreas,1,1
Erlotinib,OSI-027,22,39,KP.1N,44,pancreas,1,1
Erlotinib,OSI-027,22,39,KP.2,45,pancreas,1,0
